"","Wormbase.ID","Sequence.ID","Category.1","Category.2","Category.3","Automated.Description"
"718","WBGene00015306","C01G5.4","Transmembrane protein","Transmembrane protein: unassigned","Transmembrane protein: unassigned","C01G5.4 is enriched in the germ line, the male, and the nervous system based on RNA-seq studies\; is affected by several genes including lin-4, lin-14, and eat-2 based on microarray and RNA-seq studies\; is affected by nine chemicals including hydrogen sulfide, methylmercuric chloride, and Tunicamycin based on microarray and RNA-seq studies\; is predicted to encode a protein with the following domain: Domain of unknown function WSN."
"719","WBGene00015315","C02A12.2","Transmembrane protein","Transmembrane protein: seven transmembrane receptor","Transmembrane protein: seven transmembrane receptor: srbc","srbc-29 is affected by clk-1, mir-34, and drh-3 based on microarray and RNA-seq studies\; is predicted to encode a protein with the following domain: 7TM GPCR, serpentine receptor class bc (Srbc)."
"720","WBGene00015321","C02B8.2","Pseudogene","Pseudogene","Pseudogene","fbxc-38 is affected by several genes including pgl-1, glh-1, and hpl-2 based on microarray, tiling array, and RNA-seq studies\; is affected by hydrogen sulfide, Tunicamycin, and indole based on microarray studies\; is predicted to encode a protein with the following domain: Protein of unknown function DUF3557."
"721","WBGene00015325","C02B8.7","Unassigned","Unassigned","Unassigned","C02B8.7 is enriched in dopaminergic neurons and the NSM based on tiling array studies\; is affected by daf-16 and sir-2.1 based on RNA-seq and microarray studies\; is predicted to encode a protein with the following domain: Protein of unknown function DUF5354."
"722","WBGene00015331","C02B10.6","Signaling","Signaling: phosphatase","Signaling: phosphatase: Y ","C02B10.6 is predicted to have protein tyrosine phosphatase activity."
"723","WBGene00015337","C02D5.3","Stress response","Stress response: detoxification","Stress response: detoxification: GST","gsto-2 is an ortholog of human GSTO1 (glutathione S-transferase omega 1) and GSTO2 (glutathione S-transferase omega 2)\; is predicted to have glutathione dehydrogenase (ascorbate) activity, glutathione transferase activity, and methylarsonate reductase activity\; is expressed in the head, the intestine, and the tail."
"724","WBGene00015374","C03B1.3","Unassigned","Unassigned","Unassigned","C03B1.3 is enriched in several tissues, including the Z1.p, the Z4.a, the male distal tip cell, the nervous system, and the somatic gonad precursor based on tiling array, microarray, and RNA-seq studies\; is affected by rsr-2 based on tiling array studies."
"725","WBGene00015417","C04C3.7","Transmembrane protein","Transmembrane protein: seven transmembrane receptor","Transmembrane protein: seven transmembrane receptor: unassigned","C04C3.7 is affected by several genes including clk-1, sir-2.1, and hpl-2 based on tiling array, microarray, and RNA-seq studies\; is affected by Sirolimus based on microarray studies\; is predicted to encode a protein with the following domain: 7TM GPCR, serpentine receptor class r (Str)."
"726","WBGene00015432","C04E12.1","Pseudogene","Pseudogene","Pseudogene","N.A."
"727","WBGene00015438","C04E12.9","Transmembrane protein","Transmembrane protein: seven transmembrane receptor","Transmembrane protein: seven transmembrane receptor: srbc","srbc-2 is affected by rsr-2, daf-16, and drh-3 based on tiling array and RNA-seq studies\; is predicted to encode a protein with the following domain: 7TM GPCR, serpentine receptor class bc (Srbc)."
"728","WBGene00015489","C05E4.7","Unassigned","Unassigned","Unassigned","C05E4.7 is affected by several genes including clk-1, sir-2.1, and drh-3 based on tiling array, microarray, and RNA-seq studies\; is affected by Tunicamycin and Sirolimus based on microarray studies."
"729","WBGene00015493","C05E11.2","Transmembrane protein","Transmembrane protein: unassigned","Transmembrane protein: unassigned","C05E11.2 is affected by tatn-1 and sir-2.1 based on RNA-seq and microarray studies\; is affected by Colistin based on microarray studies."
"730","WBGene00015549","C06G3.3","Unassigned","Unassigned","Unassigned","C06G3.3 is affected by several genes including daf-16, daf-2, and clk-1 based on microarray, RNA-seq, and tiling array studies\; is affected by six chemicals including Tunicamycin, Mianserin, and Quercetin based on microarray and RNA-seq studies."
"731","WBGene00015575","C07G3.7","Pseudogene","Pseudogene","Pseudogene","srbc-35 is affected by several genes including let-60, pgl-1, and glh-1 based on RNA-seq and microarray studies\; is affected by resveratrol and Sirolimus based on microarray studies."
"732","WBGene00015587","C08A9.7","Unassigned","Unassigned","Unassigned: regulated by multiple stresses","sdz-2 is enriched in the NSM based on RNA-seq studies\; is affected by several genes including sir-2.1, pgl-1, and sma-4 based on tiling array, microarray, and RNA-seq studies\; is affected by seven chemicals including hydrogen sulfide, methylmercuric chloride, and Alovudine based on microarray and RNA-seq studies\; is predicted to encode a protein with the following domain: Protein LIN-8."
"733","WBGene00015595","C08E3.3","Unassigned","Unassigned","Unassigned: BTB and MATH domain","bath-33 is affected by several genes including daf-2, hpl-2, and mir-35 based on tiling array and microarray studies\; is affected by seven chemicals including hydrogen sulfide, bisphenol A, and Alovudine based on microarray and RNA-seq studies\; is predicted to encode a protein with the following domains: BTB\/POZ domain, MATH\/TRAF domain, TRAF-like, and SKP1\/BTB\/POZ domain superfamily."
"734","WBGene00015596","C08E3.4","Pseudogene","Pseudogene","Pseudogene","fbxa-161 is enriched in the intestine based on microarray studies\; is affected by several genes including daf-16, daf-2, and lin-4 based on microarray, tiling array, and RNA-seq studies\; is affected by five chemicals including tryptophan, methylmercuric chloride, and Tunicamycin based on microarray and RNA-seq studies."
"735","WBGene00015603","C08E3.11","Pseudogene","Pseudogene","Pseudogene","fbxa-159 is affected by isp-1, npr-1, and hrp-2 based on microarray and RNA-seq studies."
"736","WBGene00015604","C08E3.12","Proteolysis proteasome","Proteolysis proteasome: E3","Proteolysis proteasome: E3: F box","fbxa-160 is affected by lin-15B, lin-35, and rsr-2 based on microarray and tiling array studies\; is affected by resveratrol and copper sulfate based on microarray studies\; is predicted to encode a protein with the following domain: Domain of unknown function DUF38, Caenorhabditis species."
"737","WBGene00015606","C08F1.1","Pseudogene","Pseudogene","Pseudogene","math-2 is enriched in the NSM based on tiling array studies\; is affected by rsr-2, let-418, and chd-3 based on tiling array and RNA-seq studies\; is affected by resveratrol based on microarray studies\; is predicted to encode a protein with the following domains: MATH\/TRAF domain and TRAF-like."
"738","WBGene00015607","C08F1.3","Proteolysis proteasome","Proteolysis proteasome: E3","Proteolysis proteasome: E3: F box","fbxb-13 is affected by several genes including pgl-1, glh-1, and hpl-2 based on tiling array, RNA-seq, and microarray studies\; is affected by hydrogen sulfide and paraquat based on microarray studies\; is predicted to encode a protein with the following domain: F-box associated domain, type 2."
"739","WBGene00015636","C09D4.6","Transmembrane protein","Transmembrane protein: unassigned","Transmembrane protein: unassigned","C09D4.6 is enriched in the Z1.p, the Z4.a, the gon_male_dtc anterior, and the gon_male_dtc posterior based on RNA-seq studies\; is affected by daf-12, rsr-2, and sir-2.1 based on tiling array and microarray studies\; is affected by Tunicamycin and resveratrol based on microarray studies."
"740","WBGene00015637","C09E7.1","Transmembrane protein","Transmembrane protein: seven transmembrane receptor","Transmembrane protein: seven transmembrane receptor: srxa","srxa-5 is expressed in the nervous system\; is predicted to encode a protein with the following domain: 7TM GPCR, serpentine receptor class xa (Srxa)."
"741","WBGene00015655","C09G12.5","Unassigned","Unassigned","Unassigned","C09G12.5 is enriched in dopaminergic neurons and the male based on tiling array, RNA-seq, and microarray studies\; is affected by several genes including let-60, sma-2, and sma-4 based on microarray, tiling array, and RNA-seq studies\; is affected by four chemicals including Alovudine, stavudine, and Atrazine based on RNA-seq and microarray studies\; is predicted to encode a protein with the following domain: Protein of unknown function DUF4473."
"742","WBGene00015665","C10A4.4","Transmembrane protein","Transmembrane protein: unassigned","Transmembrane protein: unassigned","C10A4.4 is enriched in the germ line based on RNA-seq studies\; is affected by several genes including age-1, hsf-1, and clk-1 based on microarray and RNA-seq studies\; is affected by Zidovudine, Humic Substances, and Sirolimus based on RNA-seq and microarray studies."
"743","WBGene00015685","C10G11.1","Unassigned","Unassigned","Unassigned: membrane spanning domain","C10G11.1 is enriched in the male and the nervous system based on tiling array and RNA-seq studies\; is affected by several genes including sir-2.1, npr-1, and aak-2 based on microarray, tiling array, and RNA-seq studies\; is affected by eight chemicals including methylmercuric chloride, Chlorpyrifos, and Diazinon based on microarray studies."
"744","WBGene00015727","C13A2.11","Pseudogene","Pseudogene","Pseudogene","C13A2.11 is enriched in the DA neuron, the NSM, the VA neuron, the body wall muscle cell, and the hypodermis based on tiling array studies\; is affected by rsr-2, mir-34, and sir-2.1 based on tiling array and microarray studies\; is affected by methylmercuric chloride based on microarray studies."
"745","WBGene00015730","C13B7.1","Transmembrane protein","Transmembrane protein: seven transmembrane receptor","Transmembrane protein: seven transmembrane receptor: srt","srt-1 is affected by rsr-2 based on tiling array studies\; is affected by Atrazine, fluoranthene, and dafa#1 based on microarray studies\; is predicted to encode a protein with the following domain: 7TM GPCR, serpentine receptor class t (Srt)."
"746","WBGene00015771","C14E2.2","Pseudogene","Pseudogene","Pseudogene","got-1.3 is enriched in the AVE based on tiling array studies\; is affected by several genes including drh-3, let-418, and chd-3 based on tiling array and RNA-seq studies."
"747","WBGene00015830","C16C4.6","Proteolysis proteasome","Proteolysis proteasome: E3","Proteolysis proteasome: E3: F box","fbxb-98 is enriched in the body wall musculature based on microarray studies\; is affected by several genes including lin-4, lin-14, and clk-1 based on microarray, tiling array, and RNA-seq studies\; is affected by four chemicals including stavudine, resveratrol, and Atrazine based on RNA-seq and microarray studies\; is predicted to encode a protein with the following domain: F-box associated domain, type 2."
"748","WBGene00015840","C16C4.16","Pseudogene","Pseudogene","Pseudogene","math-11 is affected by several genes including lin-4, lin-14, and clk-1 based on tiling array and microarray studies."
"749","WBGene00015848","C16C8.10","Unassigned","Unassigned","Unassigned","C16C8.10 is enriched in the male based on RNA-seq and microarray studies\; is affected by several genes including sir-2.1, drh-3, and rrf-2 based on RNA-seq and microarray studies\; is affected by four chemicals including Alovudine, stavudine, and Zidovudine based on RNA-seq and microarray studies."
"750","WBGene00015872","C17A2.4","Protein modification","Protein modification: carbohydrate","Protein modification: carbohydrate","C17A2.4 is predicted to have galactoside 2-alpha-L-fucosyltransferase activity."
"751","WBGene00015873","C17A2.5","Metabolism","Metabolism: lipid","Metabolism: lipid: o-acyl transferase","oac-4 is predicted to have transferase activity, transferring acyl groups other than amino-acyl groups."
"752","WBGene00015874","C17A2.6","Pseudogene","Pseudogene","Pseudogene","C17A2.6 is affected by several genes including clk-1, dpy-21, and let-418 based on microarray and RNA-seq studies\; is affected by resveratrol, Diazinon, and tetrabromobisphenol A based on microarray studies."
"753","WBGene00015875","C17A2.7","Unassigned","Unassigned","Unassigned","C17A2.7 is affected by hpl-2, rsr-2, and clk-1 based on tiling array and microarray studies\; is predicted to encode a protein with the following domain: Methyltransferase FkbM."
"754","WBGene00015888","C17C3.2","Proteolysis general","Proteolysis general: cysteine","Proteolysis general: cysteine: unassigned","C17C3.2 is affected by rsr-2 based on tiling array studies\; is affected by aldicarb, fluoranthene, and Sirolimus based on microarray studies\; is predicted to encode a protein with the following domain: Papain-like cysteine peptidase superfamily."
"755","WBGene00015891","C17C3.6","Proteolysis proteasome","Proteolysis proteasome: E3","Proteolysis proteasome: E3: F box","C17C3.6 is affected by several genes including drh-3, let-418, and cyc-1 based on microarray, tiling array, and RNA-seq studies\; is affected by Cadmium, Chlorpyrifos, and Diazinon based on microarray studies\; is predicted to encode a protein with the following domains: F-box domain and F-box-like domain superfamily."
"756","WBGene00015892","C17C3.9","Unassigned","Unassigned","Unassigned: regulated by multiple stresses","C17C3.9 is enriched in the male based on RNA-seq studies\; is affected by several genes including daf-2, isp-1, and csr-1 based on microarray, tiling array, and RNA-seq studies\; is affected by seven chemicals including tryptophan, methylmercuric chloride, and Tunicamycin based on microarray and RNA-seq studies."
